,L_qpc,max_time,tsteps,bond_index,band_width,k0,J_prime,t,Omega,vg,time_at_bond,bond_fit_error,time_f_free,time_f_int,xf_avg_free,xf_avg_int,Transmision_tot,Transmission_k0,r_density_free,r_density_int,last_density_free,last_density_int,last_density_max,time_last_density_max,bond_density_max,min_purity,max_VN_entropy,entanglement_timeskip,T_mean,ddot0,kick
20,14,9.0,300,7,2.0,1.5707963267948966,1.0,0.2,0.5,2.0,1.8700598850974965,0.006109380054491857,7.0,7.370059885097497,10.080411023876506,10.0495977541742,0.3760768334928571,0.3815135418411637,0.7427165547397145,0.7602110311021566,0.5584393684814475,0.6047016419938415,0.6047016419938415,7.374581939799331,0.6826072301495498,0.7924604644403042,0.36211448313399297,20,0.7664406020513219,second,0.7318571547079321
21,14,9.0,300,7,2.0,0.5235987755982988,1.0,0.4,0.0,0.9999999999999999,2.2077909321011275,0.03479126624490895,14.000000000000002,13.20779093210113,10.384830491548094,10.384830491548094,0.236465040893626,0.21516654721476,0.7945280105980619,0.7945280105980619,0.19414400740092685,0.19414400740092685,0.3709017365985521,8.006688963210703,0.38727940591670473,0.9999999260760178,6.69506455190376e-07,20,0.7812509260790368,second,0.0
22,14,9.0,300,7,0.5,0.7853981633974483,1.0,0.2,0.3,1.414213562373095,1.70708302221073,0.011082706691945037,9.899494936611665,9.485257615262753,10.995476290631855,10.995476290631855,0.35099045712644306,0.19417039572469771,0.8833952058868088,0.8833952058868088,0.3970910365207303,0.3970910365207303,0.6707314629777804,8.217391304347826,0.6034771241427134,0.9375678858056657,0.142500687519654,20,0.875351460741173,second,0.3832039375333446
23,14,9.0,300,7,2.0,1.3744467859455345,1.0,0.0,0.0,1.9615705608064609,1.8748636703479518,0.008113908472853648,7.137138107458228,7.482615040493703,12.179997339671932,12.126876927150686,0.6304217691057521,0.6538719231688591,0.9406501777194404,0.9548950595074736,0.7456013201320816,0.717539708480035,0.750023917705853,7.224080267558529,0.5210250751813519,0.9999999999999993,3.330669073875469e-16,20,0.9425881825174511,second,0.0
24,14,9.0,300,7,2.0,0.39269908169872414,1.0,0.2,0.3,0.7653668647301796,3.5540069256738955,0.04187578341436122,18.29188150826927,17.926199539314037,9.673300653887082,9.673300653887082,0.08815253503929929,0.05681668803010333,0.6921392295648073,0.6921392295648073,0.19142607754944696,0.19142607754944696,0.2853795315574511,8.217391304347826,0.3823090367756128,0.9483105670097802,0.12253560106517289,20,0.6662485879436925,second,0.3890701556885977
25,14,9.0,300,7,2.0,0.39269908169872414,1.0,0.9,0.7,0.7653668647301796,3.0490033921491664,0.026316641418387993,18.29188150826927,17.42119600578931,8.265615862890728,8.265615862890728,0.043657554242646834,0.026074911406028654,0.48810663259483666,0.48810663259483666,0.25142569207031507,0.25142569207031507,0.28369673220239827,8.608695652173914,0.41432181287006464,0.915527047172496,0.18103628163027297,20,0.474653131666111,second,0.9002342346227834
26,14,9.0,300,7,0.5,0.7853981633974483,1.0,0.9,0.7,1.414213562373095,1.6609034968870198,0.008999940703902193,9.899494936611665,9.439078089939043,10.187898157031693,10.187898157031693,0.23127956795769586,0.09673275182260711,0.7730295643996724,0.7730295643996724,0.5167061854972611,0.5167061854972611,0.6275925450749166,8.518394648829432,0.750558551806557,0.8828810697268397,0.23368554163367197,20,0.7646484372204383,second,1.0599916333168455
27,14,9.0,300,7,0.5,0.39269908169872414,1.0,0.9,0.1,0.7653668647301796,1.700248221872561,0.011423116261749843,18.29188150826927,16.0724408355127,11.418279361441758,11.418279361441758,0.4082879920777165,0.09673275182260706,0.9203952449284221,0.9203952449284221,0.428758251605009,0.428758251605009,0.7002778144466704,8.247491638795987,0.5738861248276317,0.9972622033086788,0.010406519051895644,20,0.9105693361564404,fixed,0.12171549676889137
28,14,9.0,300,7,0.5,1.1780972450961724,1.0,0.0,0.3,1.8477590650225735,1.7222156184148916,0.010027712360434766,7.5767454020467575,7.675372720023058,10.172062587086355,10.221705084737172,0.4015597508502798,0.3515561455133493,0.7065930939198999,0.7103750719513144,0.43291909055870553,0.46619028656215755,0.5987354815369437,8.307692307692308,0.6738763218614333,0.9999999999999991,4.440892098500625e-16,20,0.7591732981850066,second,0.4212857542055825
29,14,9.0,300,7,0.5,1.1780972450961724,1.0,0.4,0.7,1.8477590650225735,1.736446781922988,0.008648403033667604,7.5767454020467575,7.689603883531155,10.914659422797612,10.956877342623175,0.2735889852222755,0.19417039572469771,0.779658677827791,0.7825788430856715,0.550850770767212,0.5834414894691708,0.6655531597017901,8.127090301003344,0.550901764456929,0.8539380924874965,0.2771130494465808,20,0.7938333000009806,second,0.7920284454118155
30,14,9.0,300,7,0.5,1.3744467859455345,1.0,0.9,0.7,1.9615705608064609,1.8610980436876448,0.01180801575686044,7.137138107458228,7.468849413833396,8.811232692899242,8.894542944866116,0.29932555977572556,0.24697062236939618,0.5287805984534256,0.5280533944076528,0.2708883477288433,0.3643262655673222,0.44270657508090483,8.006688963210703,0.6062499843217666,0.8677511362824124,0.25671361895029915,20,0.5746411049777136,fixed,0.951955090138936
31,14,9.0,300,7,2.0,0.9817477042468103,1.0,0.0,0.7,1.6629392246050902,1.976245322304306,0.013517419355180572,8.418828417090635,8.591039078589805,11.237255655122302,11.11205463784801,0.15041572144809068,0.14334520086873762,0.9234852415886581,0.9204938833661371,0.31660998130775314,0.2495749217640036,0.5959016368366717,7.464882943143813,0.4764616512166314,0.9999999999999991,4.440892098500625e-16,20,0.9182330605519313,fixed,0.8381506572726586
32,14,9.0,300,7,2.0,1.5707963267948966,1.0,0.9,0.1,2.0,1.866064193326829,0.00820264503228964,7.0,7.366064193326829,12.119319957506844,12.123784027867158,0.6140061034148822,0.6314685994484583,0.9282303376038714,0.9451560323511377,0.7312444467006541,0.7459429342270636,0.754162419253094,7.254180602006689,0.5610396915446882,0.9966976126711508,0.012245317775343448,20,0.9369505589544127,second,0.12441947857957386
33,14,9.0,300,7,0.5,1.1780972450961724,1.0,0.9,0.7,1.8477590650225735,1.8594369545894103,0.010599301765744739,7.5767454020467575,7.812594056197577,9.405224609497537,9.42185709288274,0.2735889852222755,0.19417039572469771,0.5897988381132339,0.5995370088434706,0.43391465742335017,0.4867060760281558,0.5056998426573214,8.066889632107024,0.5891284652573401,0.8846204068142133,0.23098816250686896,20,0.6324265471500019,fixed,0.9089530293410139
34,14,9.0,300,7,0.5,0.5235987755982988,1.0,0.9,0.3,0.9999999999999999,1.6727016620479538,0.010144304269082667,14.000000000000002,12.672701662047956,11.215321442375323,11.215321442375323,0.32673051877480563,0.09673275182260706,0.8934715371640582,0.8934715371640582,0.45860521984533836,0.45860521984533836,0.6910337098068232,8.307692307692308,0.6358520543196232,0.9782272286974586,0.06058170863703926,20,0.8838935630078102,second,0.39320181839424756
35,14,9.0,300,7,0.5,0.7853981633974483,1.0,0.9,0.5,1.414213562373095,1.664758831142136,0.008449707999290653,9.899494936611665,9.442933424194159,11.018659908062206,11.018659908062206,0.2827834839971394,0.1336084642812005,0.8636092250405875,0.8636092250405875,0.480070405779142,0.480070405779142,0.6936761898443672,8.33779264214047,0.6679980774479148,0.9510736590896591,0.11724672468546614,20,0.8558351711646066,fixed,0.6695285503958279
36,14,9.0,300,7,0.5,1.3744467859455345,1.0,0.9,0.7,1.9615705608064609,1.6524937790154959,0.009201840530926113,7.137138107458228,7.260245149161246,9.627838409002907,9.740600974671397,0.29932555977572556,0.24697062236939618,0.7179127688597873,0.7151248350647762,0.1795875801322337,0.21943305726964932,0.6232647930347609,8.488294314381271,0.759672421106772,0.8791754536914427,0.2393966072989347,20,0.7592329043190947,second,1.0704892358339617
37,14,9.0,300,7,0.5,0.9817477042468103,1.0,0.4,0.1,1.6629392246050902,1.7089620581186415,0.011694676589299397,8.418828417090635,8.32375581440414,11.623848474738184,11.641913644782965,0.4672986547427894,0.40095561427280174,0.9028285596345497,0.8994766049747543,0.6665266620873093,0.6841577991671062,0.6951750920971619,8.187290969899665,0.5797229738921682,0.9963633255006721,0.013311016744584915,20,0.8995558397088004,fixed,0.1237658786238513
38,14,9.0,300,7,2.0,1.1780972450961724,1.0,0.2,0.0,1.8477590650225735,1.9152292538241857,0.009679178655308074,7.5767454020467575,7.868386355432352,11.922580623675122,11.793629075796506,0.5552757900750026,0.5812242949361085,0.9418726643299433,0.9483264686985239,0.657101881036801,0.5685981023275348,0.6863967386377495,7.31438127090301,0.5035213110735324,0.9999999821322317,1.7450926638669794e-07,20,0.9373922014136402,second,0.0
39,14,9.0,300,7,2.0,1.5707963267948966,1.0,0.9,0.1,2.0,1.863258629528037,0.007515921663147606,7.0,7.363258629528037,12.223468533958693,12.218104697962438,0.6140061034148822,0.6314685994484583,0.9377111584795716,0.9506180975207539,0.7563866585501694,0.7649408406407198,0.7765567792290381,7.224080267558529,0.540850965373671,0.9970513943311051,0.011099243971044212,20,0.9361484048360547,fixed,0.11821861348076955
40,14,9.0,300,7,0.5,1.3744467859455345,1.0,0.9,0.3,1.9615705608064609,1.7764036997388137,0.012320923022701661,7.137138107458228,7.384155069884565,10.542795121261173,10.781042508086903,0.4316852428410294,0.4246032417403076,0.7627668044350654,0.7616845988180574,0.34704519146395385,0.44860875824804847,0.650593596999547,8.157190635451505,0.5665899410254044,0.9783444143641001,0.06031207044471443,20,0.8356939088925462,fixed,0.3735967329875467
41,14,9.0,300,7,0.5,0.39269908169872414,1.0,0.4,0.3,0.7653668647301796,1.7344976782746677,0.010162540633891567,18.29188150826927,16.10669029191481,11.215921257978545,11.215921257978545,0.3179631532764118,0.05681668803010333,0.8855699542350396,0.8855699542350396,0.4245432097422651,0.4245432097422651,0.7010688654688129,8.217391304347826,0.5380866469796854,0.9649785495575938,0.08946355700336886,20,0.8765836581042392,second,0.3399372871460539
42,14,9.0,300,7,2.0,0.7853981633974483,1.0,0.4,0.3,1.414213562373095,2.064928659114487,0.01776451200548785,9.899494936611665,9.843103252166511,10.526900256781634,10.526900256781634,0.20328461132122044,0.19417039572469771,0.836160415866924,0.836160415866924,0.16769760806090123,0.16769760806090123,0.49654779302499613,7.705685618729097,0.45282454335553424,0.9715727030787751,0.07545080909926427,20,0.8458992131579345,second,0.36695993228998347
43,14,9.0,300,7,2.0,0.7853981633974483,1.0,0.0,0.7,1.414213562373095,2.006932397178722,0.010191978767812172,9.899494936611665,9.785106990230744,4.184307626169212,4.184307626169212,0.1075468360930537,0.09673275182260711,0.18835556415105986,0.18835556415105986,0.06834530894774643,0.06834530894774643,0.1206338026572176,8.036789297658864,0.5940003857831043,0.9999999999999993,3.330669073875469e-16,20,0.18892613484880508,second,1.0121065750698313
44,14,9.0,300,7,0.5,0.39269908169872414,1.0,0.9,0.5,0.7653668647301796,1.6790121545231615,0.011551593695001435,18.29188150826927,16.051204768163302,10.135741289073934,10.135741289073934,0.2525783389488298,0.037121973470123075,0.781685927545191,0.781685927545191,0.46410573637549646,0.46410573637549646,0.5861780809173311,8.45819397993311,0.7186046008396423,0.9206671739325554,0.17230093938459093,20,0.7675223247955306,fixed,0.7566883004903434
45,14,9.0,300,7,0.5,0.5235987755982988,1.0,0.2,0.0,0.9999999999999999,1.710808870871205,0.011375249105074146,14.000000000000002,12.710808870871208,11.436881375735489,11.436881375735489,0.4756773997430232,0.21516654721476,0.9260908185668622,0.9260908185668622,0.40097689145769516,0.40097689145769516,0.7112082401852039,8.187290969899665,0.5357794074385023,0.9999999903260238,9.745066979066974e-08,20,0.9177768682097989,second,0.0
46,14,9.0,300,7,0.5,0.39269908169872414,1.0,0.0,0.7,0.7653668647301796,1.7559082406443771,0.006758582687090156,18.29188150826927,16.12810085428452,4.289742095181649,4.289742095181649,0.2041981647027441,0.026074911406028654,0.2293443942250618,0.2293443942250618,0.1597664731460699,0.1597664731460699,0.1811560357084683,8.578595317725753,0.8043478353520682,0.9999999999999993,3.330669073875469e-16,20,0.22432534626974932,second,1.118767136407448
47,14,9.0,300,7,2.0,1.1780972450961724,1.0,0.9,0.3,1.8477590650225735,1.9009167819718171,0.01117475546660882,7.5767454020467575,7.854073883579984,11.11503549721967,11.02050974491249,0.34548192620533924,0.3515561455133493,0.8567536045486449,0.8666923058474935,0.5930602877647898,0.5415408378425796,0.5991915934568885,7.464882943143813,0.6002592890622004,0.970574773862573,0.07761324913133107,20,0.8616332803533797,second,0.4261711923420959
48,14,9.0,300,7,2.0,1.3744467859455345,1.0,0.0,0.7,1.9615705608064609,1.9222894231730434,0.0048714498243367646,7.137138107458228,7.530040793318794,5.001435068877347,4.622495242916117,0.24766662855845104,0.24697062236939618,0.24452489019294227,0.24619532108374237,0.17285164337997003,0.1945196136178517,0.1953920355315606,7.615384615384616,0.807725393345333,0.9999999999999993,3.330669073875469e-16,20,0.24598231243167035,second,1.1996004791216803
49,14,9.0,300,7,2.0,0.5235987755982988,1.0,0.0,0.3,0.9999999999999999,2.1266887924365045,0.029120765280874334,14.000000000000002,13.126688792436507,8.863958884528197,8.863958884528197,0.12073700353891173,0.09673275182260706,0.6000015369753837,0.6000015369753837,0.19389368236459703,0.19389368236459703,0.299061840427737,8.157190635451505,0.44225069269238576,0.9999999999999998,1.1102230246251564e-16,20,0.5870849758912238,second,0.39527801651616945
50,14,9.0,300,7,0.5,0.9817477042468103,1.0,0.4,0.5,1.6629392246050902,1.7330181456823892,0.010842791284041082,8.418828417090635,8.347811901967887,8.260042298032534,8.294346653459025,0.30435789615024395,0.19417039572469771,0.5745775190523235,0.5695594456376363,0.4096923438358041,0.4111033742802175,0.4111342792490579,8.36789297658863,0.7316152832155993,0.9075335760867798,0.19435630576527008,20,0.5710626867664513,fixed,0.7780767872610546
51,14,9.0,300,7,2.0,1.5707963267948966,1.0,0.9,0.5,2.0,1.8677441591347281,0.006512769212085007,7.0,7.367744159134729,11.645061127950365,11.653295700766721,0.3760768334928571,0.3815135418411637,0.8746658854496792,0.8828430623280017,0.7108324965990604,0.7429627676059726,0.7465957477438849,7.2842809364548495,0.6035185519969092,0.9407627221353858,0.13665600435483333,20,0.8680032079543879,fixed,0.6496766112496695
52,14,9.0,300,7,0.5,0.7853981633974483,1.0,0.9,0.1,1.414213562373095,1.690534304364013,0.01056889004497084,9.899494936611665,9.468708897416036,11.422185468651158,11.422185468651158,0.4429380450198222,0.2999004266597217,0.9227405798384714,0.9227405798384714,0.4036852424433142,0.4036852424433142,0.7163792918875354,8.187290969899665,0.5651803629602435,0.9976818566941293,0.009002982208594856,20,0.9151848104279517,fixed,0.11789110821548354
53,14,9.0,300,7,2.0,0.9817477042468103,1.0,0.2,0.1,1.6629392246050902,1.9771671346308235,0.013672478705133365,8.418828417090635,8.591960890916322,11.18498335750123,11.06564848339453,0.3878704484141287,0.40095561427280174,0.9158695369765013,0.913579162479686,0.3246940737010176,0.2576543322366134,0.5877439901897512,7.494983277591974,0.5003146290546676,0.9926293038722747,0.024405586669468966,20,0.9112283161144653,second,0.12600249947084083
54,14,9.0,300,7,0.5,1.5707963267948966,1.0,0.4,0.5,2.0,1.7219584542092363,0.009314821135241146,7.0,7.221958454209236,10.676974675100384,10.910232031538701,0.3882184916460552,0.3815135418411637,0.8038458587476194,0.8038791875768121,0.3177566049873364,0.4122700551928244,0.6938798984451311,8.127090301003344,0.5485829217930196,0.916131194318476,0.18001672698990923,20,0.8415330158690785,second,0.5652382696465816
55,14,9.0,300,7,0.5,1.1780972450961724,1.0,0.9,0.3,1.8477590650225735,1.772239462081203,0.011436407680245158,7.5767454020467575,7.72539656368937,11.074784872875245,11.169910945800863,0.4015597508502798,0.3515561455133493,0.787892155008211,0.7980909139196771,0.5445876424159201,0.5981836300099271,0.6703381985193062,8.157190635451505,0.5586336854035743,0.9776507429294643,0.061903884034019876,20,0.8484849038337612,fixed,0.3632874810407971
56,14,9.0,300,7,0.5,1.5707963267948966,1.0,0.0,0.1,2.0,1.70265201536334,0.011222454906616466,7.0,7.2026520153633395,10.754161375694558,10.978927574779664,0.5587356469742414,0.6314685994484583,0.8193481674374299,0.8160920635135895,0.30120031700936994,0.3802212358523102,0.7007582700796824,8.187290969899665,0.5869447400163035,0.9999999999999993,3.330669073875469e-16,20,0.8973231247758107,second,0.12388074458841428
57,14,9.0,300,7,2.0,1.3744467859455345,1.0,0.4,0.3,1.9615705608064609,1.8717320946499072,0.007969652996210152,7.137138107458228,7.479483464795658,12.10645447874533,12.076260377779056,0.4149802605146909,0.4246032417403076,0.9321758547014524,0.9425971554259882,0.7465921589857928,0.7337963557594644,0.7540834784374894,7.254180602006689,0.5428116536155387,0.9746013005777427,0.06878575060536585,20,0.9219072073086708,second,0.36076470409420847
58,14,9.0,300,7,2.0,0.9817477042468103,1.0,0.0,0.3,1.6629392246050902,1.976245322304306,0.013517419355180572,8.418828417090635,8.591039078589805,11.237255655122302,11.11205463784801,0.2736354824797414,0.27351743701681286,0.9234852415886581,0.9204938833661371,0.31660998130775314,0.2495749217640036,0.5959016368366717,7.464882943143813,0.4764616512166314,0.9999999999999991,4.440892098500625e-16,20,0.9182330605519313,fixed,0.35920742454542515
59,14,9.0,300,7,2.0,0.5235987755982988,1.0,0.4,0.7,0.9999999999999999,2.2140258624143883,0.023270383856948625,14.000000000000002,13.214025862414388,9.312316079639569,9.312316079639569,0.061028557809593084,0.04543397493311397,0.6421537161154645,0.6421537161154645,0.20055089360896888,0.20055089360896888,0.3631484029443086,8.006688963210703,0.3989451450264333,0.8787678299992256,0.24002192603866399,20,0.6407767507255399,second,0.8188297527745932
60,14,9.0,300,7,0.5,0.9817477042468103,1.0,0.0,0.3,1.6629392246050902,1.7256357298700915,0.010021820030289924,8.418828417090635,8.340429486155589,10.324274792990348,10.342458968700795,0.37441043972139204,0.27351743701681286,0.7597579881327118,0.7548736670484737,0.5923532078398416,0.5973795214207693,0.5975479780157213,8.307692307692308,0.6723109757685444,0.9999999999999996,2.2204460492503126e-16,20,0.7585700741809313,second,0.42108555830001576
61,14,9.0,300,7,0.5,1.3744467859455345,1.0,0.2,0.5,1.9615705608064609,1.7011232451649105,0.010656921259546148,7.137138107458228,7.308874615310661,9.914690259781473,10.075123847970406,0.3577106998586003,0.3207795239912052,0.7073449604788156,0.710105956079846,0.2772551343693913,0.34809614365181407,0.6041071170173279,8.217391304347826,0.6479453865868072,0.8261279449090775,0.3166259345060546,20,0.7984600188610118,second,0.6793704114771408
62,14,9.0,300,7,0.5,0.5235987755982988,1.0,0.2,0.1,0.9999999999999999,1.7106356385611625,0.011302405360983026,14.000000000000002,12.710635638561165,11.40877774142978,11.40877774142978,0.4175190526016724,0.15993627729227716,0.9218601490579943,0.9218601490579943,0.41043479904226404,0.41043479904226404,0.7057047426194114,8.217391304347826,0.5576837315107268,0.993740884377422,0.021229179818143012,20,0.9132584522279509,second,0.11854591413169507
